Name,Conference,DR,DP,Draft Year,Age IN DRAFT YEAR,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Yards Dominator,RecYds/TmPatt First,RecYds/TmPatt Best,RecYds/TmPatt Last,RecYds/TmPatt AVG,RecYds/TmPatt Above Team AVG First,RecYds/TmPatt Above Team AVG Best,RecYds/TmPatt Above Team AVG Last,RecYds/TmPatt Above Team AVG AVG,Dominator First Season,Dominator Best Season,Dominator Last Season,Dominator AVG Season,DOa First,DOa Best,DOa Last,DOa AVG,MS Yards First,MS Yards Best,MS Yards Last,MS Yards AVG,YOa First,YOa Best,YOa Last,YOa AVG,PPG Above conference expectation (Last Year),AVG S/EX (Yds Share Over Expectation),Last S/EX (Yds Share Over Expectation),TeamMate Score (TeamMate Over Expected),BMI Bucket,BMI,40 time,height,weight,Bench,Verticle,Broad,Shuttle,3 Cone,WaSS,HaSS,Hand Size,Arm Length,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,# of top  36 finishes,# of 1000 Rec yards seasons,AVG PPG (PPR) Season 1-3
Laquon Treadwell,11,1,23,2016,21,3,35,16.39472934,202,2393,11.84653465,5.771428571,1,0.29,0.22,1.243353783,2.357873211,2.357873211,1.69493169,0.7726226994,1.863553738,1.863553738,1.214912536,0.187,0.290,0.290,0.224,-0.01,-0.03,-0.01,-0.03,0.17,0.26,0.26,0.20,-0.02,-0.02,-0.02,-0.03,6.570555558,-0.07,0.00,-0.01,28,28.37442971,4.69,74,221,12,33.25,117,4.35,7.09,91.35470057,92.59215577,9.5,33.375,0,0,0,0,0,3.053333333
Sterling Shepard,2,2,40,2016,22,4,47,16.01836538,233,3482,14.94420601,4.957446809,1,0.32,0.24,1.087565674,2.940639269,2.940639269,2.03319516,0.540405304,2.431633688,2.431633688,1.524076208,0.121,0.330,0.305,0.256,-0.08,-0.03,0.02,-0.02,0.14,0.32,0.37,0.27,-0.04,0.01,0.08,0.01,4.379370863,-0.01,0.04,0.01,27,27.63804885,4.48,70.25,194,20,41,123,4.35,7,96.32070876,87.9797559,9.75,30.375,0,0,0,2,0,12.12666667
Marquez Valdes-Scantling,1,5,174,2018,24,4,27,9.450459957,119,1832,15.39495798,4.41,1.00,0.27,0.15,0.67,2.40,2.40,1.21,0.18,1.77,1.77,0.70,0.05,0.27,0.27,0.14,-0.20,-0.11,-0.11,-0.19,0.10,0.29,0.29,0.18,-0.14,-0.11,-0.11,-0.16,-0.55,-0.12,-0.02,0.02,25.00,25.07,4.37,76.00,206.00,15.00,30.50,124.00,4.22,6.90,112.97,120.78,10.00,32.25,0.00,0.00,0.00,0.00,0.00,6.57
Auden Tate,0,7,253,2018,21,2,22,11.545,65,957,14.72307692,2.95,2.00,0.35,0.16,0.97,1.59,1.59,1.28,0.29,1.16,1.16,0.72,0.19,0.35,0.35,0.27,-0.06,0.03,0.03,-0.02,0.12,0.21,0.21,0.17,-0.12,-0.07,-0.07,-0.10,1.28,-0.10,0.02,-0.01,27.00,27.33,4.70,76.58,228.00,10.00,31.00,112.00,4.63,7.42,93.85,101.88,9.38,33.75,0.00,0.00,0.00,0.00,0.00,5.15
Pharoh Cooper,11,4,117,2016,21,3,31,16.22147436,138,2163,15.67391304,4.451612903,1,0.43,0.22,2.43254818,2.787965616,2.787965616,1.787291684,1.872591006,2.342048711,2.342048711,2.107319859,0.025,0.431,0.431,0.257,0.06,0.11,0.11,0.09,0.02,0.39,0.39,0.35,0.07,0.10,0.10,0.09,4.94459402,0.08,0.12,0.01,28,28.31246274,4.7,71,203,17,30.75,116.5,4.31,7.2,83.20216014,77.62877616,9.125,32.25,0,0,0,0,0,1.366666667
Leonte Carroo,4,3,86,2016,22,3,30,18.03657407,122,2373,19.45081967,4.066666667,1,0.44,0.24,1.086363636,3.050561798,2.429429429,2.188784955,0.6512784091,2.4570626,1.931931932,1.68009098,0.283,0.426,0.426,0.373,0.03,0.09,0.09,0.07,0.16,0.33,0.37,0.26,-0.08,0.02,0.08,0.01,8.108061582,-0.02,0.04,0.01,28,28.7160729,4.5,71.875,211,14,35.5,120,4.25149061,6.964760192,102.9111416,98.39997807,9.625,31.375,0,0,0,0,0,5.086666667
Marcell Ateman,2,7,228,2018,23,4,43,10.1436859,146,2466,16.89041096,3.40,2.00,0.22,0.13,0.57,2.30,2.30,1.26,0.13,1.52,1.52,0.72,0.04,0.22,0.22,0.11,-0.16,-0.14,-0.14,-0.17,0.08,0.23,0.23,0.16,-0.11,-0.09,-0.09,-0.12,4.77,-0.12,0.04,0.03,26.00,26.06,4.62,76.33,216.00,13.00,34.00,121.00,4.25,7.07,94.82,102.26,9.00,32.88,0.00,0.00,0.00,0.00,0.00,4.60
Javon Wims,11,7,224,2018,23,2,22,8.303571429,62,910,14.67741935,2.82,1.00,0.28,0.17,0.49,2.38,2.38,1.43,0.11,1.83,1.83,0.97,0.07,0.28,0.28,0.18,-0.26,-0.08,-0.08,-0.17,0.08,0.27,0.27,0.27,-0.23,-0.05,-0.05,-0.14,-2.96,0.01,0.01,0.02,27.00,27.17,4.56,74.58,215.00,10.00,33.50,113.50,4.58,7.00,99.89,102.84,9.25,31.50,0.00,0.00,0.00,0.00,0.00,1.87
Corey Davis,7,1,5,2017,22,4,50,23.26914128,331,5278,15.94561934,6.62,1.00,0.50,0.36,2.16,3.97,3.97,3.36,1.71,3.03,3.03,2.62,0.44,0.50,0.50,0.45,0.24,0.17,0.24,0.18,0.37,0.42,0.42,0.40,0.19,0.12,0.19,0.14,10.82,0.11,0.14,0.07,26.00,26.30,4.53,74.75,209.00,10.00,35.90,121.75,4.25,6.96,97.68,95.79,9.13,33.00,0.00,0.00,0.00,1.00,0.00,8.79
Malcolm Mitchell,11,4,112,2016,23,4,43,11.62111014,174,2350,13.50574713,4.046511628,1,0.36,0.19,1.532258065,2.661538462,2.661538462,1.602106826,1.116783895,2.271902834,2.271902834,1.126246359,0.151,0.358,0.358,0.186,-0.05,0.00,0.00,-0.10,0.19,0.36,0.36,0.23,0.01,0.04,0.04,-0.06,-1.044829057,-0.04,0.09,0.02,27,27.13527502,4.45,71.625,198,15,36,129,4.34,6.94,100.9845982,95.8866926,10.5,32.625,0,0,0,0,0,8.01
Ricardo Louis,11,4,114,2016,22,4,43,7.039720696,98,1338,13.65306122,2.279069767,1,0.29,0.14,1.144366197,2.363036304,2.363036304,1.10854302,0.5758215962,1.857865787,1.857865787,0.873545058,0.010,0.292,0.292,0.132,-0.14,-0.04,-0.04,-0.13,0.02,0.31,0.31,0.18,-0.10,0.01,0.01,-0.10,-2.360213672,-0.09,0.05,-0.04,27,27.6040832,4.43,74,215,18,38,132,4.37,7.12,111.6486692,113.161363,9.5,32.375,0,0,0,0,0,4.86
Chris Moore,1,4,107,2016,23,4,38,12.37738636,119,2301,19.33613445,3.131578947,2,0.23,0.12,1.375266525,1.590493601,1.590493601,1.160952931,0.8800953217,1.020231566,1.020231566,0.9234507993,0.058,0.242,0.214,0.178,-0.08,-0.14,-0.08,-0.12,0.04,0.19,0.19,0.17,-0.13,-0.14,-0.13,-0.13,3.663912135,-0.13,-0.01,-0.04,27,27.17814476,4.53,73,206,10,37,121.7511416,4.2,6.76,97.8372885,96.49993919,9.375,33.375,0,0,0,0,0,3.446666667
Jordan Payton,10,5,154,2016,23,4,47,11.19380342,201,2701,13.43781095,4.276595745,1,0.27,0.18,0.4114052953,2.208333333,2.170923379,1.478995425,-0.05103630047,1.801964637,1.801964637,1.069154707,0.043,0.288,0.256,0.169,-0.16,-0.08,-0.03,-0.11,0.05,0.29,0.29,0.19,-0.13,-0.01,-0.01,-0.06,0.2255663045,-0.07,0.03,0.01,27,27.21678951,4.47,73.125,207,10,34.5,121,4.33,7.08,103.6979685,102.631329,10.125,32.5,0,0,0,0,0,0.65
Mike Williams,0,1,7,2017,22,4,38,13.325,177,2727,15.40677966,4.66,1.00,0.27,0.14,0.64,2.29,2.17,1.29,0.15,1.82,1.77,1.25,0.07,0.28,0.26,0.16,-0.13,-0.08,0.03,-0.06,0.07,0.27,0.30,0.22,-0.11,-0.03,0.06,-0.03,5.89,-0.06,0.00,-0.01,26.00,26.80,4.59,75.63,218.00,15.00,32.50,121.00,4.25,6.96,98.23,103.98,9.38,33.38,0.00,0.00,0.00,1.00,0.00,8.12
JuJu Smith-Schuster,10,2,62,2017,20,3,40,16.78315018,213,3092,14.51643192,5.33,1.00,0.32,0.25,1.57,3.15,1.99,2.24,0.93,2.69,1.53,1.72,0.16,0.36,0.28,0.27,-0.04,-0.04,0.11,0.01,0.19,0.25,0.39,0.28,0.01,-0.04,0.15,0.04,0.84,0.01,0.00,0.01,28.00,28.08,4.54,73.38,215.00,15.00,33.00,121.50,4.24,6.98,101.22,100.86,10.50,32.88,0.00,1.00,1.00,2.00,1.00,14.14
Aaron Burbridge,4,6,213,2016,22,4,43,10.13018926,165,2174,13.17575758,3.837209302,1,0.33,0.17,0.7844827586,2.865603645,2.865603645,1.249062298,0.3643780788,2.367653759,2.367653759,0.7911953738,0.138,0.326,0.326,0.142,-0.06,-0.01,-0.01,-0.13,0.13,0.38,0.38,0.18,-0.05,0.08,0.08,-0.08,3.991990153,-0.10,0.10,0.03,27,27.93833592,4.57,72,206,20,30.5,115,4.31,7.22,94.45662323,90.63011404,8.25,31.625,0,0,0,0,0,1.77
John Ross,10,1,9,2017,22,3,31,13.29285714,114,1729,15.16666667,3.68,1.00,0.34,0.16,0.50,2.82,2.82,1.42,-0.18,2.18,2.18,0.83,0.05,0.34,0.34,0.19,-0.15,0.01,0.01,-0.07,0.06,0.32,0.32,0.19,-0.12,0.01,0.01,-0.07,6.04,-0.07,0.06,0.04,26.00,26.41,4.22,70.75,188.00,10.00,37.00,133.00,4.25,6.96,118.56,109.84,9.25,31.88,0.00,0.00,0.00,0.00,0.00,6.79
Curtis Samuel,4,2,40,2017,21,2,26,15.75769231,96,1154,12.02083333,3.69,1.00,0.29,0.21,0.89,2.13,2.13,1.51,0.26,1.70,1.70,0.98,0.11,0.29,0.29,0.20,-0.09,0.04,0.04,-0.03,0.12,0.31,0.31,0.21,-0.06,0.07,0.07,0.00,11.05,-0.07,0.03,0.00,27.00,27.63,4.31,70.63,196.00,18.00,37.00,119.00,4.33,7.09,113.60,104.87,9.50,31.25,0.00,0.00,0.00,1.00,0.00,8.86
Zay Jones,1,2,37,2017,22,4,49,19.94951923,399,4279,10.72431078,8.14,1.00,0.37,0.27,1.07,3.15,3.15,1.97,0.69,2.59,2.59,1.47,0.14,0.37,0.37,0.24,-0.06,0.04,0.04,-0.04,0.14,0.43,0.43,0.27,-0.04,0.13,0.13,0.01,15.85,-0.03,0.13,0.05,25.00,25.72,4.45,74.13,201.00,15.00,36.50,133.00,4.01,6.79,102.51,104.25,9.00,32.50,0.00,0.00,0.00,0.00,0.00,6.04
Amari Cooper,11,1,4,2015,21,3,38,19.58005328,228,3463,15.18859649,6,1,0.47,0.31,3.048780488,3.837777778,3.837777778,2.967665541,2.42804878,3.329150327,3.329150327,2.435961346,0.341,0.472,0.472,0.331,0.14,0.15,0.15,0.07,0.33,0.44,0.44,0.33,0.15,0.15,0.15,0.10,13.65920326,0.06,0.17,0.01,27,27.93338885,4.42,72.875,211,10,33.5,120,3.98,6.71,110.566452,108.6824843,10,31.5,0,1,4,4,3,13.07
Chris Godwin,4,3,84,2017,21,3,39,12.96153846,154,2421,15.72077922,3.95,1.00,0.36,0.24,0.68,2.73,2.52,1.98,0.07,2.27,1.80,1.38,0.13,0.32,0.32,0.26,-0.07,0.00,0.07,0.00,0.11,0.27,0.39,0.26,-0.07,-0.02,0.16,0.02,3.12,-0.02,-0.01,0.00,27.00,27.57,4.42,73.00,209.00,19.00,36.00,126.00,4.00,7.01,109.52,108.02,9.13,31.63,1.00,1.00,1.00,2.00,1.00,11.71
Phillip Dorsett,0,1,29,2015,22,4,39,10.58055556,121,2132,17.61983471,3.102564103,1,0.33,0.14,0.4349112426,2.227621483,2.227621483,1.313633741,-0.1143984221,1.588432028,1.588432028,0.9539657136,0.050,0.326,0.326,0.165,-0.15,-0.01,-0.01,-0.07,0.05,0.27,0.27,0.19,-0.13,-0.04,0.00,-0.06,0.6208089821,-0.09,0.00,0.00,27,27.02489675,4.33,69.375,185,13,37.5,125.5,4.095,6.8,105.2567942,93.7614686,9.375,30.25,0,0,0,0,0,4.57
Taywan Taylor,5,3,72,2017,22,4,50,17.41369048,253,4234,16.73517787,5.06,1.00,0.39,0.20,0.66,3.67,3.67,2.09,0.11,2.96,2.96,1.47,0.04,0.39,0.39,0.22,-0.16,0.05,0.05,-0.05,0.09,0.37,0.37,0.22,-0.10,0.06,0.06,-0.03,12.14,-0.05,0.09,0.05,28.00,28.31,4.50,71.00,203.00,13.00,35.50,132.00,4.21,6.57,99.01,92.38,9.25,32.63,0.00,0.00,0.00,0.00,0.00,3.50
Kenny Golladay,7,3,96,2017,23,2,26,20.78809524,160,2285,14.28125,6.15,1.00,0.43,0.37,2.79,2.89,2.89,2.84,2.19,2.37,2.37,2.28,0.42,0.42,0.42,0.42,0.09,0.06,0.09,0.07,0.39,0.43,0.43,0.41,0.08,0.11,0.11,0.09,8.52,0.12,0.14,0.05,26.00,26.54,4.50,76.00,218.00,18.00,35.50,120.00,4.15,7.00,106.33,113.67,9.75,32.00,0.00,1.00,2.00,2.00,2.00,12.55
Devin Funchess,4,2,41,2015,21,3,34,11.25855478,126,1715,13.61111111,3.705882353,1,0.38,0.22,0.7405063291,2.248466258,2.248466258,1.630760158,0.1938818565,1.880007218,1.880007218,1.115580301,0.170,0.379,0.379,0.270,-0.03,0.06,0.06,0.01,0.09,0.36,0.36,0.23,-0.09,0.07,0.07,-0.01,0.163350487,-0.06,0.08,0.02,28,28.05476248,4.625,76.25,232,17,38.5,122,4.53,7.03,101.4077232,109.1279069,9.75,33.5,0,0,1,1,0,7.95
Kevin White,2,1,7,2015,23,2,23,17.85038462,144,1954,13.56944444,6.260869565,1,0.37,0.24,1.090322581,2.714821764,2.714821764,1.902572172,0.5695616212,2.162556955,2.162556955,1.366059288,0.237,0.368,0.368,0.302,-0.10,0.01,0.01,-0.04,0.16,0.35,0.35,0.26,-0.14,0.03,0.03,-0.06,6.696807217,-0.02,0.07,0.04,27,27.14363951,4.35,74.625,215,23,36.5,118,4.14,6.92,120.0912673,123.7835165,9.25,32.625,0,0,0,0,0,6.125
Breshad Perriman,1,1,26,2015,21,3,36,11.85545843,115,2243,19.50434783,3.194444444,1,0.37,0.19,0.4470046083,1.193142857,1.193142857,0.8897784276,0.2039170507,0.9242197802,0.9242197802,0.5642435798,0.115,0.366,0.366,0.223,-0.09,0.05,0.05,-0.03,0.12,0.34,0.34,0.23,-0.06,0.05,0.05,-0.01,-0.3232221795,-0.07,0.04,0.02,27,27.21890995,4.31,74,212,18,36.5,127,4.25149061,6.964760192,122.8730889,124.5380276,9.25,32,0,0,0,0,0,4.05
Jaelen Strong,10,3,70,2015,21,2,26,18.95654762,157,2287,14.56687898,6.038461538,1,0.31,0.29,2.275862069,2.505376344,2.505376344,2.390619207,1.736018545,1.868100358,1.868100358,1.802059452,0.276,0.311,0.311,0.293,0.02,-0.01,0.02,0.01,0.30,0.33,0.33,0.31,0.06,0.04,0.06,0.05,4.95756816,0.05,0.07,0.03,27,27.58062375,4.44,74.375,217,10,42,123,4.26,7.39,111.6754855,114.3388277,9,32.5,0,0,0,0,0,7.126666667
Dede Westbrook,2,4,110,2017,23,2,26,18.86538462,126,2267,17.99206349,4.85,1.00,0.38,0.25,1.70,3.98,3.98,2.84,1.19,3.21,3.21,2.20,0.15,0.38,0.38,0.26,-0.19,0.02,0.02,-0.08,0.19,0.37,0.37,0.28,-0.12,0.05,0.05,-0.04,8.97,0.00,0.09,0.00,24.00,24.39,4.44,71.63,178.00,8.00,34.50,120.00,4.39,7.25,91.60,86.98,9.00,30.63,0.00,0.00,0.00,1.00,0.00,10.67
Sammie Coates,11,3,87,2015,22,3,30,10.09611111,82,1757,21.42682927,2.733333333,1,0.29,0.19,3.176056338,3.176056338,2.231927711,1.95109885,2.607511737,2.607511737,1.632730924,2.12012133,0.155,0.361,0.211,0.243,0.04,-0.12,0.04,-0.04,0.06,0.25,0.37,0.31,0.08,-0.06,0.08,0.01,-3.546749124,0.04,-0.02,0.01,27,27.68458003,4.43,73.375,212,23,41,131,4.06,6.98,110.0907808,109.7051383,9.375,33.375,0,0,0,0,0,3.926666667
Dorial Green-Beckham,11,2,40,2015,22,2,24,12.79785714,87,1278,14.68965517,3.625,2,0.32,0.19,0.9541062802,1.944933921,1.944933921,1.4495201,0.4265297907,1.345137242,1.345137242,0.8858335161,0.242,0.318,0.318,0.280,-0.01,0.00,0.00,-0.01,0.15,0.25,0.25,0.20,-0.09,-0.04,-0.04,-0.06,4.945166698,-0.07,0.07,0.06,28,28.01278572,4.49,77.125,237,13,33.25,119.5,4.43,6.89,116.6253547,128.4018525,9,32.5,0,0,0,0,0,7.215
Jamison Crowder,0,4,105,2015,22,4,48,15.6620364,283,3641,12.86572438,5.895833333,1,0.33,0.26,0.331300813,2.893617021,2.21656051,1.848551404,-0.1432926829,2.400851064,1.758941695,1.372469175,0.058,0.350,0.318,0.255,-0.14,-0.02,0.04,-0.02,0.05,0.37,0.39,0.35,-0.13,0.07,0.10,0.02,3.17401411,0.08,0.10,0.04,27,27.82116789,4.535,68.375,185,10,37,119,4.315,7.105,87.47673369,75.69218558,8.75,30.375,0,0,0,3,0,10.57666667
Chris Conley,11,3,76,2015,22,4,42,10.00514486,117,1938,16.56410256,2.785714286,1,0.29,0.13,0.66359447,2.040372671,2.040372671,1.247250221,0.2481203008,1.61392612,1.61392612,0.7514405819,0.069,0.293,0.293,0.158,-0.13,-0.04,-0.04,-0.12,0.08,0.25,0.25,0.17,-0.10,-0.05,-0.05,-0.11,-3.039697842,-0.11,-0.02,-0.03,27,27.43992519,4.35,73.875,213,18,45,139,4.3,7.06,118.9741392,120.1791093,9.875,33.75,0,0,0,0,0,5.456666667
Ardarius Stewart,11,3,79,2017,23,3,32,10.78555556,129,1713,13.27906977,4.03,1.00,0.29,0.16,1.57,2.07,2.07,1.32,1.09,1.60,1.60,1.35,0.02,0.29,0.29,0.17,-0.14,-0.07,-0.07,-0.10,0.04,0.27,0.27,0.24,-0.10,-0.05,-0.05,-0.07,2.01,-0.03,0.01,0.04,28.00,28.35,4.49,71.13,204.00,10.00,34.00,123.00,4.25,6.96,100.39,93.99,9.38,32.50,0.00,0.00,0.00,0.00,0.00,1.41
Justin Hardy,1,4,107,2015,23,4,49,21.60875,387,4541,11.73385013,7.897959184,1,0.35,0.27,1.255725191,2.360189573,2.360189573,2.040376087,0.8458969466,1.910881888,1.910881888,1.60085959,0.216,0.376,0.316,0.293,-0.04,-0.04,0.06,-0.02,0.19,0.31,0.31,0.28,-0.05,-0.01,0.02,-0.01,10.04216244,-0.02,0.01,0.02,27,27.35312051,4.59,70.25,192,11,36.5,114,4.21,6.63,86.5128227,79.02083808,10,32.125,0,0,0,0,0,5.11
Amara Darboh,4,3,106,2017,23,3,37,11.76223776,151,2062,13.65562914,4.08,1.00,0.33,0.24,1.45,2.33,2.33,1.84,1.08,1.99,1.99,1.48,0.22,0.33,0.33,0.26,-0.10,-0.03,-0.03,-0.08,0.23,0.31,0.31,0.26,-0.06,-0.01,-0.01,-0.05,0.10,-0.02,0.03,0.04,27.00,27.76,4.45,73.63,214.00,17.00,36.25,124.00,4.32,6.86,109.14,109.51,9.88,32.63,0.00,0.00,0.00,0.00,0.00,1.94
Keith Mumphery,4,5,175,2015,23,3,27,5.468162393,62,853,13.75806452,2.296296296,4,0.14,0.09,1.109913793,1.109913793,0.6953488372,0.630643099,0.6898091133,0.6898091133,0.289876881,0.4898429971,0.006,0.130,0.116,0.084,-0.19,-0.22,-0.19,-0.20,0.01,0.10,0.19,0.14,-0.10,-0.21,-0.10,-0.15,-2.754400981,-0.14,0.00,-0.01,29,29.46507136,4.54,71.625,215,15,32.5,121,4.25,7.07,101.2150384,96.10618715,9.125,31.125,0,0,0,0,0,3.37
Geremy Davis,1,6,168,2015,23,4,38,10.11708333,165,2292,13.89090909,4.342105263,1,0.29,0.21,1.579896907,2.471526196,1.532352941,1.446779666,0.9849656357,1.979148414,1.133921569,1.366011873,0.016,0.287,0.253,0.179,-0.16,-0.11,-0.05,-0.10,0.03,0.26,0.39,0.29,-0.07,-0.07,0.08,-0.02,-4.94399141,-0.01,-0.04,-0.01,27,27.4535241,4.54,74.375,216,23,36.5,124,4.18,6.86,101.685806,104.1106215,9.5,32.25,0,0,0,0,0,0.685
Geremy Davis,1,6,168,2015,23,4,38,10.11708333,165,2292,13.89090909,4.342105263,1,0.29,0.21,1.579896907,2.471526196,1.532352941,1.446779666,0.9849656357,1.979148414,1.133921569,1.366011873,0.016,0.287,0.253,0.179,-0.16,-0.11,-0.05,-0.10,0.03,0.26,0.39,0.29,-0.07,-0.07,0.08,-0.02,-4.94399141,-0.01,-0.04,-0.01,27,27.4535241,4.54,74.375,216,23,36.5,124,4.18,6.86,101.685806,104.1106215,9.5,32.25,0,0,0,0,0,0.685
Josh Malone,11,4,128,2017,21,3,32,10.22037037,104,1608,15.46153846,3.25,1.00,0.35,0.16,0.51,2.58,2.58,1.39,0.18,2.03,2.03,0.95,0.06,0.35,0.35,0.18,-0.14,0.03,0.03,-0.07,0.08,0.31,0.31,0.18,-0.10,0.02,0.02,-0.05,1.99,-0.09,0.05,0.01,26.00,26.17,4.40,74.75,208.00,10.00,30.50,121.00,4.19,7.05,110.99,114.79,9.63,31.38,0.00,0.00,0.00,0.00,0.00,1.58
Mike Evans,11,1,7,2014,21,2,26,19.34230769,151,2499,16.54966887,5.807692308,1,0.30,0.26,2.245934959,2.850715746,2.850715746,2.548325353,1.722433943,2.328902522,2.328902522,2.025668233,0.223,0.302,0.302,0.263,0.02,0.05,0.05,0.04,0.27,0.30,0.30,0.29,0.09,0.07,0.09,0.08,7.134155244,0.01,0.03,0.01,27,27.57106353,4.53,76.75,231,12,37,121.7511416,4.26,7.08,109.7107458,119.6168062,9.625,35.125,1,3,6,6,4,16.56
Odell Beckham Jr,11,1,12,2014,21,3,38,11.92905983,143,2340,16.36363636,3.763157895,2,0.35,0.26,1.708633094,3.533742331,3.533742331,2.415061471,1.117044826,2.818799299,2.818799299,1.816692111,0.159,0.350,0.350,0.243,-0.04,0.03,0.03,-0.01,0.22,0.35,0.35,0.28,0.04,0.06,0.06,0.05,6.86978167,0.01,0.17,0.06,27,27.42166117,4.43,71.25,198,7,38.5,122,3.94,6.69,102.8206349,96.61034573,10,32.75,2,3,4,5,4,21.68333333
Sammy Watkins,0,1,4,2014,21,3,35,22.10754986,240,3391,14.12916667,6.857142857,1,0.34,0.26,2.326335878,2.969574037,2.969574037,2.264246222,1.823282443,2.481631733,2.481631733,1.76038697,0.336,0.336,0.323,0.260,0.14,0.00,0.14,0.00,0.31,0.34,0.34,0.27,0.13,0.05,0.13,0.04,9.883298924,-0.01,0.06,0.00,28,28.02946235,4.43,72.75,211,16,34,126,4.34,6.95,109.5714846,107.3352384,9.625,32,0,0,0,2,0,13.24666667
Allen Robinson,4,2,61,2014,21,3,27,15.22777778,177,2479,14.00564972,6.555555556,1,0.42,0.25,2.237362637,3.518427518,3.518427518,1.944443421,1.756336996,2.881654382,2.881654382,2.318995689,0.006,0.384,0.373,0.255,0.13,0.05,0.13,0.09,0.01,0.46,0.46,0.39,0.07,0.17,0.17,0.12,9.062008959,0.10,0.18,0.02,27,27.77488695,4.56,74.625,220,10,40.5,129,4,6.795,101.7637977,104.8923105,9.5,32,0,2,2,4,2,14.43333333
Jarvis Landry,11,2,63,2014,21,3,28,11.47457265,137,1809,13.20437956,4.892857143,1,0.40,0.21,1.609550562,3.659509202,3.659509202,1.807912008,1.120973783,2.94456617,2.94456617,2.032769976,0.010,0.400,0.400,0.243,0.07,0.08,0.08,0.07,0.02,0.37,0.37,0.29,-0.02,0.08,0.08,0.03,5.28030909,0.02,0.09,0.06,28,28.19292167,4.715,71.5,205,12,30,111.5,4.64,7.61,82.95776985,78.49494575,10.25,31.75,0,2,5,6,3,14.41
Josh Reynolds,11,4,117,2017,22,3,38,16.33611111,164,2788,17,4.32,1.00,0.40,0.23,1.64,2.22,2.22,1.91,1.21,1.77,1.77,1.48,0.27,0.40,0.40,0.30,0.02,0.06,0.06,0.00,0.21,0.31,0.31,0.27,-0.03,0.01,0.01,-0.01,3.82,0.00,0.05,0.03,24.00,24.33,4.57,74.88,194.00,10.00,36.50,124.00,4.13,6.83,88.95,92.30,9.38,31.50,0.00,0.00,0.00,0.00,0.00,5.22
Brandin Cooks,10,1,20,2014,20,3,38,19.2534188,226,3272,14.47787611,5.947368421,1,0.39,0.23,0.7804391218,2.776886035,2.776886035,1.948531845,0.3510479042,2.319516571,2.319516571,1.487603665,0.151,0.389,0.389,0.259,-0.05,0.07,0.07,0.00,0.11,0.36,0.36,0.25,-0.07,0.07,0.07,0.02,16.3940902,-0.01,0.09,0.01,27,27.31314357,4.33,69.75,189,16,36,120,3.81,6.76,107.5326168,96.82749913,9.625,30.75,0,2,4,4,4,15.86666667
Ryan Switzer,0,4,133,2017,22,4,51,13.01113782,243,2903,11.94650206,4.76,1.00,0.25,0.20,0.75,2.43,2.43,1.59,0.22,1.94,1.94,1.06,0.10,0.25,0.25,0.18,-0.10,-0.09,-0.08,-0.10,0.09,0.29,0.29,0.20,-0.09,-0.01,-0.01,-0.06,4.70,-0.08,0.02,0.02,27.00,27.12,4.51,68.50,181.00,11.00,32.00,116.00,4.00,6.77,87.50,75.99,9.25,28.00,0.00,0.00,0.00,0.00,0.00,2.93
Davante Adams,8,2,53,2014,21,2,26,29.38846154,233,3031,13.00858369,8.961538462,1,0.41,0.30,2.452336449,2.550445104,2.550445104,2.501390776,1.887049399,1.965304725,1.965304725,1.926177062,0.339,0.413,0.413,0.376,0.09,0.09,0.09,0.09,0.31,0.34,0.34,0.32,0.07,0.05,0.07,0.06,19.60625901,0.04,0.05,0.05,28,28.06577458,4.56,72.875,212,14,38.25,125,4.3,6.82,98.06329594,96.39209713,9,32.625,1,3,3,4,1,10.13666667
Shelton Gibson,2,5,166,2017,22,3,27,11.4027195,84,1898,22.5952381,3.11,1.00,0.31,0.15,2.07,2.33,2.33,1.50,1.62,1.70,1.70,1.66,0.01,0.31,0.30,0.20,-0.01,-0.04,-0.01,-0.02,0.01,0.28,0.28,0.28,-0.02,-0.02,-0.02,-0.02,-2.99,0.00,0.00,0.03,26.00,26.83,4.49,70.75,191.00,8.00,32.00,119.50,4.20,6.83,94.41,87.47,8.88,32.00,0.00,0.00,0.00,0.00,0.00,2.90
Kelvin Benjamin,0,1,28,2014,23,2,27,12.86126374,84,1506,17.92857143,3.111111111,2,0.29,0.16,1.161971831,2.292517007,2.292517007,1.727244419,0.6491300746,1.62388511,1.62388511,1.136507592,0.150,0.293,0.293,0.221,-0.18,-0.07,-0.07,-0.12,0.13,0.23,0.23,0.18,-0.17,-0.09,-0.09,-0.13,6.074232299,-0.10,0.04,0.02,28,28.45955458,4.61,77,240,13,32.75,119,4.465,7.33,106.2765716,116.6289328,10.25,34.875,0,0,1,2,0,13.455
Cody Latimer,4,2,56,2014,22,3,32,12.79722222,135,2042,15.12592593,4.21875,1,0.27,0.17,0.373015873,2.336886994,2.336886994,1.401136453,-0.1157916158,1.552238806,1.552238806,0.8115748077,0.129,0.274,0.274,0.212,-0.07,-0.05,-0.02,-0.05,0.06,0.30,0.30,0.26,-0.12,0.01,0.01,-0.05,5.378675625,-0.03,0.01,0.02,27,27.23480197,4.49,74.5,215,23,39,121.7511416,4.25149061,6.964760192,105.7993724,108.6868038,9.625,32.625,0,0,0,0,0,2.06
