Name,Conference,DR,DP,Draft Year,Age IN DRAFT YEAR,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Yards Dominator,RecYds/TmPatt First,RecYds/TmPatt Best,RecYds/TmPatt Last,RecYds/TmPatt AVG,RecYds/TmPatt Above Team AVG First,RecYds/TmPatt Above Team AVG Best,RecYds/TmPatt Above Team AVG Last,RecYds/TmPatt Above Team AVG AVG,Dominator First Season,Dominator Best Season,Dominator Last Season,Dominator AVG Season,DOa First,DOa Best,DOa Last,DOa AVG,MS Yards First,MS Yards Best,MS Yards Last,MS Yards AVG,YOa First,YOa Best,YOa Last,YOa AVG,PPG Above conference expectation (Last Year),AVG S/EX (Yds Share Over Expectation),Last S/EX (Yds Share Over Expectation),TeamMate Score (TeamMate Over Expected),BMI Bucket,BMI,40 time,height,weight,Bench,Verticle,Broad,Shuttle,3 Cone,WaSS,HaSS,Hand Size,Arm Length,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,# of top  36 finishes,# of 1000 Rec yards seasons,AVG PPG (PPR) Season 1-3
Travis Benjamin,0,4,100,2012,22,4,44,9.966462704,131,2146,16.38167939,2.98,2.00,0.19,0.16,0.71,1.80,1.80,1.35,0.39,1.25,1.25,0.90,0.13,0.19,0.18,0.16,-0.08,-0.15,-0.08,-0.11,0.11,0.22,0.24,0.18,-0.07,-0.09,-0.05,-0.07,-0.10,-0.10,0.03,0.02,24.00,24.77,4.36,69.88,172.00,14.00,38.00,119.00,4.22,7.01,95.19,86.02,8.75,31.75,0.00,0.00,0.00,1.00,0.00,4.57
Juron Criner,10,5,168,2012,22,4,39,15.94442016,209,2859,13.67942584,5.36,1.00,0.34,0.17,1.20,2.35,1.66,1.36,0.80,1.81,1.06,1.22,0.03,0.37,0.30,0.26,0.07,-0.04,0.07,0.03,0.03,0.21,0.31,0.24,-0.04,-0.09,0.02,-0.04,4.77,-0.02,-0.05,-0.03,28.00,28.37,4.64,74.50,224.00,17.00,38.25,113.00,4.30,7.15,97.07,99.72,10.50,32.00,0.00,0.00,0.00,0.00,0.00,5.27
Keshawn Martin,4,4,121,2012,22,4,45,9.540603147,127,1714,13.49606299,2.82,2.00,0.19,0.12,0.33,1.73,1.73,1.02,-0.17,1.20,1.20,0.51,0.02,0.19,0.19,0.11,-0.18,-0.15,-0.10,-0.17,0.05,0.22,0.22,0.13,-0.13,-0.09,-0.09,-0.13,4.16,-0.16,0.03,0.01,25.00,25.85,4.45,71.50,188.00,13.00,39.50,122.00,4.13,6.85,95.88,90.73,9.25,31.50,0.00,0.00,0.00,0.00,0.00,3.03
Devon Wylie,13,4,107,2012,24,5,32,8.54970696,98,1327,13.54081633,3.06,2.00,0.16,0.08,0.72,1.60,1.60,0.68,0.17,1.07,1.07,0.48,0.01,0.14,0.12,0.08,-0.15,-0.24,-0.15,-0.19,0.02,0.20,0.20,0.20,-0.14,-0.12,-0.12,-0.15,-2.31,-0.08,0.00,0.00,27.00,27.42,4.36,69.25,187.00,17.00,39.00,123.00,4.21,6.87,103.50,91.86,9.50,30.25,0.00,0.00,0.00,0.00,0.00,2.73
Lavon Brazill,7,6,206,2012,23,5,49,10.30532967,187,2515,13.44919786,3.82,1.00,0.35,0.16,0.58,2.69,2.69,1.26,0.05,2.21,2.21,0.98,0.04,0.35,0.35,0.15,-0.16,-0.01,-0.01,-0.10,0.08,0.33,0.33,0.24,-0.10,0.01,0.01,-0.06,3.36,-0.05,0.04,0.00,27.00,27.06,4.48,70.63,192.00,11.00,33.75,118.00,4.42,6.96,95.33,88.00,9.75,32.00,0.00,0.00,0.00,0.00,0.00,4.34
Junior Hemingway,4,7,238,2012,23,5,34,8.815166667,88,1633,18.55681818,2.59,1.00,0.24,0.11,0.80,2.46,2.46,1.00,0.42,1.97,1.97,1.13,0.01,0.24,0.24,0.12,-0.20,-0.12,-0.12,-0.16,0.01,0.29,0.29,0.24,-0.18,-0.03,-0.03,-0.11,-3.72,-0.05,0.01,-0.01,29.00,29.79,4.53,72.88,225.00,21.00,35.50,124.00,3.98,6.59,106.86,105.04,9.63,32.50,0.00,0.00,0.00,0.00,0.00,2.82
Rishard Matthews,13,7,227,2012,22,2,26,18.38154762,147,2243,15.2585034,5.65,1.00,0.40,0.31,1.21,2.01,2.01,1.61,0.97,1.76,1.76,1.36,0.25,0.40,0.40,0.33,-0.07,0.07,0.07,0.00,0.28,0.40,0.40,0.34,-0.01,0.10,0.10,0.04,7.05,0.06,0.12,0.13,29.00,29.13,4.56,72.38,217.00,20.00,36.00,123.00,4.19,6.88,100.82,97.74,9.13,32.50,0.00,0.00,0.00,2.00,0.00,5.00
Jeremy Ebert,4,7,235,2012,23,4,43,11.77634865,173,2400,13.87283237,4.02,1.00,0.38,0.17,0.35,2.61,2.61,1.47,-0.09,2.10,2.10,1.00,0.08,0.39,0.37,0.22,-0.17,0.01,0.06,-0.10,0.06,0.32,0.32,0.23,-0.18,0.00,0.01,-0.10,6.42,-0.05,0.04,-0.01,28.00,28.09,4.43,70.75,200.00,16.00,33.00,112.00,4.20,6.75,103.86,96.22,9.40,31.97,0.00,0.00,0.00,0.00,0.00,1.20
Jonathan Baldwin,3,1,26,2011,22,3,35,12.78547009,128,2337,18.2578125,3.66,1.00,0.34,0.24,1.07,3.29,2.30,2.22,0.43,2.66,1.69,1.60,0.23,0.38,0.31,0.31,0.03,-0.01,0.12,0.05,0.15,0.31,0.40,0.29,-0.03,0.02,0.17,0.05,-1.26,0.02,0.04,0.02,27.00,27.48,4.52,76.38,228.00,20.00,42.00,129.00,4.34,7.07,109.25,117.95,10.13,31.97,0.00,0.00,0.00,0.00,0.00,3.54
Julio Jones,11,1,6,2011,22,3,39,14.31605617,179,2653,14.82122905,4.59,1.00,0.34,0.29,2.77,3.13,3.13,2.54,2.34,2.50,2.50,2.04,0.37,0.37,0.31,0.31,0.12,-0.02,0.12,0.00,0.39,0.33,0.39,0.32,0.15,0.03,0.15,0.04,5.63,0.04,0.06,0.00,27.00,27.68,4.34,74.75,220.00,17.00,38.50,135.00,4.25,6.66,124.02,128.26,9.75,33.75,3.00,7.00,7.00,8.00,7.00,18.50
Titus Young,13,2,44,2011,22,3,30,18.81617827,160,2424,15.15,5.33,1.00,0.27,0.19,2.28,2.88,2.88,1.85,1.77,2.30,2.30,2.03,0.04,0.27,0.26,0.19,0.01,-0.06,0.01,-0.02,0.04,0.29,0.29,0.29,0.04,0.00,0.04,0.02,4.39,0.01,0.01,0.01,24.00,24.01,4.47,71.38,174.00,10.00,35.00,123.00,4.35,6.90,87.56,82.56,9.00,30.88,0.00,0.00,0.00,0.00,0.00,9.17
AJ Green,11,1,4,2011,23,3,32,18.36712251,166,2619,15.77710843,5.19,1.00,0.32,0.27,2.41,2.41,2.36,2.38,1.88,1.91,1.90,1.89,0.28,0.31,0.31,0.29,-0.04,-0.04,-0.04,-0.05,0.27,0.27,0.31,0.28,-0.02,-0.05,0.00,-0.02,7.97,0.01,0.00,0.00,25.00,25.94,4.49,75.63,211.00,18.00,34.50,126.00,4.21,6.91,103.83,109.91,9.25,34.38,2.00,4.00,6.00,7.00,5.00,18.14
Randall Cobb,11,2,64,2011,21,2,25,21.67580128,123,1464,11.90243902,4.92,1.00,0.29,0.26,1.38,2.22,2.22,1.80,1.03,1.63,1.63,1.33,0.28,0.28,0.28,0.28,0.08,0.03,0.08,0.05,0.24,0.29,0.29,0.27,0.06,0.05,0.06,0.06,9.96,-0.01,0.02,0.02,27.00,27.21,4.55,70.25,191.00,16.00,33.50,115.00,4.34,7.08,89.13,81.41,9.38,31.00,0.00,1.00,2.00,3.00,1.00,12.67
Torrey Smith,0,2,58,2011,22,3,35,13.75440171,152,2215,14.57236842,4.34,1.00,0.41,0.25,0.84,2.71,2.71,1.89,0.45,2.29,2.29,1.49,0.13,0.41,0.41,0.30,-0.12,0.08,0.08,0.00,0.13,0.38,0.38,0.28,-0.11,0.07,0.07,0.00,4.47,0.00,0.10,-0.02,27.00,27.01,4.44,72.88,204.00,19.00,41.00,126.00,4.13,6.72,104.99,103.20,8.63,32.63,0.00,0.00,1.00,4.00,1.00,12.57
Leonard Hankerson,0,3,79,2011,23,4,36,10.97076923,134,2160,16.11940299,3.72,1.00,0.50,0.16,1.93,2.61,2.61,1.27,1.45,2.17,2.17,1.81,0.05,0.50,0.50,0.21,-0.10,0.14,0.14,0.02,0.03,0.37,0.37,0.30,-0.07,0.05,0.05,-0.01,6.04,0.03,0.09,0.04,27.00,27.20,4.53,73.50,209.00,14.00,36.00,117.00,4.21,6.94,99.26,99.25,10.63,32.25,0.00,0.00,0.00,0.00,0.00,8.05
Vincent Brown,8,3,82,2011,22,4,40,17.23632479,209,3110,14.88038278,5.23,1.00,0.35,0.22,0.76,3.20,3.20,1.75,0.32,2.50,2.50,1.22,0.12,0.35,0.35,0.24,-0.08,0.02,0.02,-0.02,0.11,0.35,0.35,0.23,-0.08,0.05,0.05,-0.02,5.86,-0.06,0.07,0.05,25.00,25.90,4.71,71.25,187.00,12.00,34.75,121.00,4.25,6.64,76.00,71.40,10.25,33.00,0.00,0.00,0.00,0.00,0.00,6.34
Greg Salas,13,4,112,2011,23,4,43,17.40315934,285,4345,15.24561404,6.63,1.00,0.34,0.22,1.70,3.07,3.07,1.91,1.14,2.32,2.32,1.89,0.01,0.34,0.34,0.22,-0.07,0.00,0.02,-0.02,0.01,0.34,0.36,0.31,0.00,0.04,0.07,0.04,12.24,0.03,0.06,0.04,27.00,27.61,4.56,73.13,210.00,15.00,37.00,120.00,4.10,6.65,97.14,96.14,9.25,32.00,0.00,0.00,0.00,0.00,0.00,7.11
Greg Little,0,2,59,2011,22,3,34,9.736217949,86,969,11.26744186,2.53,1.00,0.34,0.14,0.27,1.98,1.98,0.90,-0.30,1.59,1.59,0.36,0.05,0.34,0.34,0.14,-0.15,0.02,0.02,-0.12,0.04,0.32,0.32,0.19,-0.15,0.03,0.03,-0.10,0.00,-0.09,0.04,-0.05,29.00,29.26,4.58,74.50,231.00,27.00,39.25,129.00,4.21,6.75,105.46,108.34,9.13,33.25,0.00,0.00,0.00,0.00,0.00,8.28
Jerrel Jernigan,12,3,83,2011,22,4,48,16.69727564,262,3127,11.9351145,5.46,1.00,0.21,0.20,0.65,2.09,1.56,1.49,0.34,1.53,1.10,1.08,0.12,0.23,0.20,0.19,-0.08,-0.14,-0.02,-0.09,0.10,0.21,0.27,0.21,-0.08,-0.09,0.03,-0.04,5.69,-0.05,-0.05,-0.02,27.00,27.42,4.46,68.88,185.00,11.00,37.75,119.00,4.29,7.03,93.51,82.10,9.25,32.00,0.00,0.00,0.00,0.00,0.00,2.55
Tandon Doss,4,4,123,2011,21,3,27,15.37752525,154,1854,12.03896104,5.70,2.00,0.28,0.20,2.20,2.20,1.38,1.36,1.58,1.58,0.90,1.24,0.09,0.31,0.24,0.21,0.06,-0.08,0.06,-0.01,0.09,0.20,0.32,0.26,0.08,-0.08,0.08,0.00,7.32,-0.02,0.02,0.00,25.00,25.81,4.67,74.00,201.00,14.00,33.50,116.00,4.27,6.96,84.52,85.66,10.13,31.25,0.00,0.00,0.00,0.00,0.00,2.85
Austin Pettis,13,3,78,2011,23,4,49,15.40603147,229,2838,12.3930131,4.67,2.00,0.27,0.19,1.02,2.25,2.25,1.61,0.57,1.67,1.67,1.10,0.15,0.29,0.25,0.23,-0.10,-0.11,-0.04,-0.09,0.13,0.23,0.23,0.18,-0.11,-0.09,-0.07,-0.10,5.93,-0.09,0.03,0.01,26.00,26.39,4.62,74.63,209.00,14.00,33.50,120.00,3.88,6.68,91.75,94.57,9.75,31.75,0.00,0.00,0.00,0.00,0.00,6.17
Aldrick Robinson,5,6,178,2011,22,4,42,15.07565934,181,3314,18.30939227,4.31,1.00,0.39,0.20,2.20,2.54,2.54,1.71,1.71,1.71,1.70,1.41,0.03,0.39,0.39,0.25,0.10,0.06,0.10,0.02,0.05,0.34,0.34,0.29,0.08,0.03,0.08,0.01,4.77,0.02,0.06,0.07,26.00,26.69,4.48,69.63,184.00,17.00,40.00,126.00,4.09,6.65,91.36,81.97,8.75,29.50,0.00,0.00,0.00,0.00,0.00,5.51
Kris Durham,11,4,107,2011,23,4,32,5.66,64,1109,17.328125,2.00,2.00,0.16,0.08,0.46,1.84,1.84,0.76,0.02,1.37,1.37,0.45,0.02,0.16,0.16,0.07,-0.22,-0.19,-0.19,-0.23,0.03,0.21,0.21,0.21,-0.17,-0.11,-0.11,-0.17,1.03,-0.07,0.03,0.00,25.00,25.45,4.51,77.25,216.00,17.00,36.00,121.00,4.46,6.94,104.42,115.33,9.40,31.97,0.00,0.00,0.00,0.00,0.00,5.09
Ryan Whalen,9,6,167,2011,22,4,36,8.381439394,140,1884,13.45714286,3.89,2.00,0.20,0.19,1.77,2.97,1.16,1.48,1.37,2.39,0.64,1.46,0.00,0.31,0.10,0.15,-0.07,-0.24,-0.01,-0.10,0.00,0.13,0.34,0.25,0.04,-0.18,0.05,-0.03,-1.83,-0.03,-0.06,-0.03,26.00,26.56,4.60,73.13,202.00,18.00,38.50,123.00,4.09,6.67,90.23,89.30,9.00,30.00,0.00,0.00,0.00,0.00,0.00,3.22
Denarius Moore,11,5,148,2011,22,4,40,9.902491259,111,2007,18.08108108,2.78,1.00,0.32,0.15,0.40,2.34,2.34,1.25,-0.06,1.68,1.68,0.73,0.03,0.32,0.32,0.19,-0.17,-0.01,-0.01,-0.08,0.06,0.30,0.30,0.24,-0.12,-0.01,-0.01,-0.08,2.13,-0.04,0.02,-0.01,26.00,26.59,4.47,71.63,194.00,13.00,36.00,118.00,4.15,6.78,97.19,92.28,9.50,33.00,0.00,0.00,0.00,0.00,0.00,10.97
Jeremy Kerley,8,5,153,2011,22,4,44,8.78704594,120,1299,10.825,2.73,2.00,0.27,0.13,0.22,1.74,1.74,0.96,-0.14,1.14,1.14,0.45,0.02,0.27,0.27,0.11,-0.18,-0.06,-0.06,-0.17,0.03,0.19,0.19,0.11,-0.15,-0.11,-0.10,-0.14,5.45,-0.17,-0.01,-0.02,27.00,27.51,4.64,69.50,189.00,16.00,36.00,121.00,4.04,6.75,81.55,72.90,9.00,30.00,0.00,0.00,0.00,0.00,0.00,8.05
Kealoha Pilares,13,5,132,2011,23,4,46,15.23594988,209,2491,11.91866029,4.54,2.00,0.30,0.14,0.38,2.12,2.12,1.06,-0.13,1.37,1.37,0.45,0.03,0.30,0.30,0.14,-0.22,-0.06,-0.06,-0.18,0.04,0.24,0.24,0.13,-0.19,-0.08,-0.08,-0.16,13.39,-0.15,0.04,0.04,28.00,28.66,4.47,69.88,199.00,19.00,40.50,125.00,4.16,6.90,99.69,90.09,8.75,30.50,0.00,0.00,0.00,0.00,0.00,3.18
Dwayne Harris,5,6,176,2011,23,4,50,15.65776099,268,3001,11.19776119,5.36,1.00,0.33,0.23,0.63,2.17,1.78,1.54,0.18,1.80,1.37,1.12,0.09,0.39,0.26,0.22,-0.16,-0.09,0.06,-0.09,0.09,0.27,0.32,0.23,-0.15,-0.05,0.02,-0.06,7.11,-0.05,0.00,0.01,28.00,28.82,4.60,70.38,203.00,10.00,34.00,111.00,4.21,6.77,91.07,83.48,10.13,31.13,0.00,0.00,0.00,0.00,0.00,4.63
Demarco Sampson,8,7,249,2011,25,3,11,8.584722222,79,1022,12.93670886,7.18,2.00,0.29,0.11,0.23,1.90,1.90,0.76,-0.23,1.43,1.43,0.60,0.04,0.29,0.29,0.13,-0.31,-0.09,-0.09,-0.20,0.02,0.27,0.27,0.27,-0.28,-0.14,-0.14,-0.21,4.93,-0.01,0.07,0.05,26.00,26.19,4.46,74.00,204.00,14.00,35.50,120.00,4.31,6.98,103.11,104.51,9.63,33.00,0.00,0.00,0.00,0.00,0.00,1.32
Demaryius Thomas,0,1,22,2010,22,3,36,12.29182207,120,2339,19.49166667,3.33,1.00,0.69,0.45,1.54,6.95,6.95,4.12,1.03,5.62,5.62,3.24,0.32,0.69,0.69,0.52,0.06,0.36,0.36,0.21,0.23,0.65,0.65,0.46,-0.01,0.34,0.34,0.18,1.80,0.18,0.37,0.10,27.00,27.81,4.41,75.25,224.00,10.00,35.90,121.75,4.25,6.96,97.68,95.79,10.50,33.00,3.00,4.00,6.00,7.00,5.00,12.25
Dez Bryant,2,1,24,2010,21,3,26,22.16616162,147,2425,16.49659864,5.65,2.00,0.39,0.25,1.61,4.58,0.96,2.39,1.03,3.93,3.93,2.48,0.21,0.61,0.17,0.33,0.01,0.36,0.36,0.19,0.20,0.14,0.47,0.33,0.01,0.23,0.23,0.12,11.42,0.06,-0.05,-0.04,28.00,28.76,4.57,74.00,224.00,14.00,38.00,133.00,4.51,7.15,102.71,104.10,9.75,34.00,2.00,3.00,5.00,6.00,3.00,15.01
Golden Tate,6,2,60,2010,22,3,30,17.83247863,157,2707,17.24203822,5.23,1.00,0.44,0.22,2.43,3.35,3.35,2.04,1.83,2.80,2.80,2.32,0.07,0.44,0.44,0.30,0.05,0.11,0.11,0.08,0.07,0.39,0.39,0.36,0.05,0.08,0.08,0.06,16.52,0.05,0.07,0.00,28.00,28.35,4.42,70.25,199.00,17.00,35.00,120.00,4.34,7.12,104.28,95.25,9.25,30.50,0.00,1.00,4.00,6.00,2.00,6.95
Arrelious Benn,4,2,39,2010,21,3,36,12.98783994,159,2221,13.96855346,4.42,1.00,0.20,0.28,2.09,2.71,1.48,2.09,1.64,2.19,1.07,1.63,0.22,0.23,0.17,0.21,0.02,-0.15,0.02,-0.05,0.31,0.21,0.33,0.28,0.13,-0.08,0.13,0.05,-4.66,0.00,-0.07,-0.06,28.00,28.89,4.53,73.00,219.00,20.00,37.25,119.50,4.37,6.83,104.01,102.59,9.40,31.97,0.00,0.00,0.00,0.00,0.00,4.91
Damian Williams,9,3,77,2010,22,3,34,13.04173789,147,2114,14.38095238,4.32,1.00,0.36,0.23,0.78,2.67,2.67,1.90,0.34,2.16,2.16,1.42,0.10,0.36,0.36,0.24,-0.10,0.03,0.03,-0.05,0.11,0.35,0.35,0.24,-0.07,0.04,0.04,-0.02,3.15,-0.05,0.06,0.14,26.00,26.26,4.52,72.63,197.00,19.00,38.00,118.00,4.24,6.79,94.39,92.15,9.25,31.75,0.00,0.00,0.00,0.00,0.00,6.05
Emmanuel Sanders,5,3,82,2010,23,4,46,18.93729312,285,3791,13.30175439,6.20,1.00,0.35,0.29,1.91,2.84,2.84,2.21,1.30,1.97,1.97,1.56,0.28,0.34,0.34,0.31,0.03,-0.02,0.03,0.00,0.26,0.36,0.36,0.30,0.02,0.04,0.04,0.01,5.88,0.02,0.09,0.03,26.00,26.03,4.40,70.88,186.00,12.00,39.25,126.00,4.10,6.64,99.25,92.28,8.75,34.00,0.00,1.00,4.00,6.00,3.00,6.94
Brandon Lafell,11,3,78,2010,23,4,45,12.0282967,175,2517,14.38285714,3.89,1.00,0.46,0.22,1.50,2.38,2.36,1.65,1.07,1.89,1.89,1.61,0.05,0.46,0.46,0.26,-0.15,0.10,0.10,0.00,0.04,0.33,0.35,0.30,-0.08,0.01,0.05,-0.01,1.33,0.02,0.06,0.04,26.00,26.73,4.62,74.50,211.00,11.00,36.00,115.00,4.23,6.81,92.63,95.16,9.88,32.75,0.00,0.00,1.00,1.00,0.00,8.24
Eric Decker,4,3,87,2010,23,4,42,17.08745265,226,3122,13.81415929,5.38,1.00,0.36,0.26,1.01,2.60,1.97,1.89,0.24,2.19,1.50,1.36,0.13,0.42,0.31,0.30,-0.12,-0.05,0.09,-0.02,0.13,0.28,0.38,0.27,-0.11,-0.04,0.07,-0.01,5.60,-0.01,0.00,-0.02,27.00,27.03,4.60,75.13,217.00,15.00,35.90,121.75,4.25,6.96,97.68,95.79,9.13,31.00,0.00,2.00,3.00,3.00,1.00,9.80
Mardy Gilyard,3,4,99,2010,23,2,26,21.35769231,168,2467,14.68452381,6.46,1.00,0.34,0.30,2.71,2.71,2.53,2.62,2.24,2.24,2.06,2.15,0.39,0.39,0.29,0.34,0.06,-0.07,0.06,-0.01,0.36,0.30,0.36,0.33,0.05,-0.02,0.05,0.01,7.33,0.06,0.02,0.03,25.00,25.45,4.61,71.88,187.00,10.00,38.75,116.00,4.30,6.88,83.17,79.52,9.13,32.25,0.00,0.00,0.00,0.00,0.00,1.82
Mike Williams,3,4,101,2010,23,3,28,16.71018519,133,2044,15.36842105,4.75,1.00,0.39,0.25,1.50,2.19,2.11,1.94,1.06,1.74,1.62,1.47,0.28,0.43,0.34,0.35,0.02,-0.02,0.11,0.04,0.24,0.30,0.30,0.27,0.01,-0.02,0.02,0.00,8.51,0.01,0.03,-0.01,28.00,28.76,4.57,73.50,221.00,8.00,36.50,118.00,4.28,6.90,101.33,101.32,9.63,35.00,0.00,0.00,2.00,3.00,0.00,9.79
Jordan Shipley,2,3,84,2010,24,4,34,15.53364621,248,3191,12.86693548,7.29,1.00,0.42,0.20,0.62,2.77,2.77,1.68,0.00,2.22,2.22,1.09,0.10,0.42,0.42,0.25,-0.22,0.04,0.04,-0.10,0.08,0.39,0.39,0.21,-0.21,-0.02,-0.02,-0.12,6.71,-0.06,0.11,0.02,26.00,26.73,4.59,71.25,193.00,16.00,36.50,118.00,4.27,6.97,87.34,82.07,9.63,30.50,0.00,0.00,0.00,0.00,0.00,6.27
David Reed,8,5,156,2010,23,2,24,13.90839161,106,1615,15.23584906,4.42,1.00,0.33,0.24,1.04,2.94,2.94,1.99,0.44,2.37,2.37,1.41,0.17,0.33,0.33,0.25,-0.16,-0.03,-0.03,-0.10,0.13,0.40,0.40,0.27,-0.17,0.08,0.08,-0.05,3.29,-0.02,0.12,0.01,25.00,25.81,4.59,72.13,191.00,15.00,37.00,113.50,4.29,6.89,86.44,83.22,9.00,33.00,0.00,0.00,0.00,0.00,0.00,1.83
Jacoby Ford,0,4,108,2010,23,4,45,11.1165522,143,1986,13.88811189,3.18,1.00,0.28,0.17,0.57,2.01,2.01,1.26,0.12,1.57,1.57,0.80,0.09,0.28,0.28,0.19,-0.16,-0.08,-0.07,-0.13,0.07,0.29,0.29,0.20,-0.16,-0.03,-0.03,-0.11,0.01,-0.07,0.01,0.03,27.00,27.57,4.28,68.88,186.00,15.00,33.50,115.00,4.44,7.00,110.86,97.33,9.40,31.97,0.00,0.00,0.00,0.00,0.00,8.21
Riley Cooper,11,5,159,2010,22,4,32,11.57232143,81,1496,18.4691358,2.53,1.00,0.31,0.10,0.79,2.65,2.65,1.04,0.03,1.95,1.95,0.99,0.07,0.31,0.31,0.13,-0.23,-0.03,-0.03,-0.13,0.03,0.29,0.29,0.19,-0.20,-0.02,-0.02,-0.11,0.14,-0.09,0.02,0.02,27.00,27.47,4.56,75.38,222.00,10.00,33.00,114.00,4.20,6.78,102.69,107.98,10.38,32.63,0.00,0.00,0.00,1.00,0.00,5.50
Antonio Brown,7,6,195,2010,22,3,41,20.44212454,305,3199,10.48852459,7.44,1.00,0.33,0.30,1.80,2.50,2.50,2.13,1.32,2.00,2.00,1.62,0.24,0.33,0.33,0.28,-0.01,-0.01,-0.01,-0.03,0.27,0.33,0.33,0.29,0.03,0.03,0.03,0.01,8.32,0.00,0.04,0.03,26.00,26.59,4.55,70.13,186.00,13.00,33.50,105.00,4.18,6.98,86.80,79.00,9.00,31.00,5.00,6.00,7.00,8.00,7.00,9.92
Kyle Williams,9,6,206,2010,22,4,36,9.815568182,109,1626,14.91743119,3.03,1.00,0.39,0.13,0.84,1.95,1.95,0.99,0.31,1.54,1.54,0.79,0.02,0.39,0.39,0.19,-0.09,0.06,0.06,-0.05,0.03,0.32,0.32,0.19,-0.13,0.01,0.01,-0.09,3.89,-0.10,0.03,0.02,26.00,26.97,4.41,70.00,188.00,11.00,35.00,119.00,4.23,7.00,99.41,90.16,10.00,33.38,0.00,0.00,0.00,0.00,0.00,3.73
David Gettis,2,6,198,2010,23,4,36,7.713295455,116,1555,13.40517241,3.22,2.00,0.23,0.13,0.73,1.57,1.57,0.95,0.36,1.12,1.12,0.76,0.03,0.23,0.23,0.10,-0.19,-0.10,-0.10,-0.17,0.02,0.23,0.23,0.18,-0.11,-0.07,-0.07,-0.10,-1.55,-0.10,0.04,0.01,27.00,27.12,4.48,75.00,217.00,15.00,34.50,124.00,4.41,6.94,108.22,112.67,9.40,31.97,0.00,0.00,0.00,0.00,0.00,7.45
Kenny Britt,3,1,30,2009,20,2,25,20.6775641,149,2603,17.46979866,5.96,1.00,0.36,0.35,3.29,3.31,3.31,3.30,2.56,2.60,2.60,2.58,0.38,0.38,0.33,0.35,0.18,0.08,0.18,0.13,0.38,0.39,0.39,0.38,0.19,0.15,0.19,0.17,9.67,0.11,0.12,0.02,27.00,27.34,4.54,74.88,218.00,23.00,37.00,124.00,4.47,6.96,102.63,106.49,9.00,34.00,0.00,0.00,1.00,1.00,1.00,15.34
Hakeem Nicks,0,1,29,2009,21,3,35,16.84465812,181,2840,15.69060773,5.17,1.00,0.52,0.35,1.99,3.82,3.82,2.81,1.49,3.15,3.15,2.22,0.33,0.52,0.52,0.40,0.13,0.20,0.20,0.14,0.31,0.47,0.47,0.38,0.12,0.18,0.18,0.14,6.72,0.10,0.19,0.06,28.00,28.16,4.63,72.75,212.00,10.00,36.00,121.75,4.48,7.01,92.27,90.38,8.63,30.38,0.00,2.00,2.00,3.00,2.00,15.78
Percy Harvin,11,1,22,2009,21,3,36,19.92121212,133,1929,14.5037594,3.69,2.00,0.22,0.19,1.07,2.38,1.96,1.80,0.48,1.45,1.20,1.04,0.10,0.21,0.21,0.17,-0.10,-0.11,-0.06,-0.09,0.13,0.22,0.26,0.20,-0.05,-0.07,0.02,-0.04,12.18,-0.07,0.03,-0.01,26.00,26.68,4.41,71.13,192.00,19.50,37.50,121.00,4.25,6.96,101.53,95.06,9.00,29.00,0.00,1.00,2.00,4.00,0.00,14.32
Michael Crabtree,2,1,10,2009,21,2,26,30.37692308,231,3127,13.53679654,8.88,1.00,0.34,0.25,2.57,2.57,1.76,2.17,2.04,2.04,1.25,1.65,0.38,0.38,0.31,0.34,0.12,-0.01,0.12,0.06,0.32,0.22,0.32,0.27,0.08,-0.07,0.08,0.01,7.79,-0.01,-0.06,-0.02,28.00,28.08,4.59,73.38,215.00,10.00,35.90,121.75,4.25,6.96,97.68,95.79,9.13,32.50,0.00,1.00,3.00,6.00,0.00,11.00
Jeremy Maclin,2,1,19,2009,21,2,28,23.11785714,182,2315,12.71978022,6.50,1.00,0.29,0.24,1.81,2.24,2.24,2.03,1.23,1.61,1.61,1.42,0.25,0.29,0.29,0.27,0.00,-0.02,0.00,-0.01,0.24,0.27,0.27,0.26,0.00,-0.02,0.00,-0.01,7.39,-0.02,-0.01,0.02,26.00,26.76,4.48,72.13,198.00,10.00,35.50,120.00,4.30,7.11,98.31,94.65,10.13,33.50,0.00,2.00,3.00,6.00,2.00,13.63
Darrius Heyward-Bey,0,1,7,2009,22,3,36,13.02472805,138,2064,14.95652174,3.83,1.00,0.30,0.24,2.08,2.27,1.46,1.94,1.48,1.73,1.07,1.43,0.30,0.32,0.28,0.30,0.05,-0.06,0.05,0.00,0.29,0.22,0.30,0.27,0.05,-0.09,0.05,-0.01,0.06,-0.01,-0.06,-0.03,27.00,27.24,4.30,73.63,210.00,16.00,38.50,126.00,4.18,6.80,122.85,123.26,9.63,31.63,0.00,0.00,0.00,1.00,0.00,6.80
